Date,Open,High,Low,Close,Adj Close,Volume
2021-05-19,324.95001220703125,355.0,323.95001220703125,349.8500061035156,336.55816650390625,937212
2021-05-20,349.0,352.70001220703125,338.25,347.6000061035156,334.3936767578125,227254
2021-05-21,330.20001220703125,342.0,328.0,332.20001220703125,319.57879638671875,385833
2021-05-24,327.0,344.0,320.0,330.3999938964844,317.84710693359375,320359
2021-05-25,330.0,338.0,321.0,325.6499938964844,313.277587890625,288793
2021-05-26,329.70001220703125,338.0,326.0,328.3999938964844,315.9231262207031,145337
2021-05-27,333.3999938964844,333.3999938964844,323.0,330.0,317.4623107910156,140817
2021-05-28,332.1499938964844,334.0,320.1000061035156,322.95001220703125,310.6802062988281,146025
2021-05-31,325.8999938964844,335.0,320.0,324.95001220703125,312.6042175292969,252357
2021-06-01,327.0,328.29998779296875,320.0,326.0,313.6142883300781,146993
2021-06-02,327.0,329.0,306.0,316.25,304.23468017578125,287623
2021-06-03,330.0,335.0,324.54998779296875,326.8999938964844,314.4801025390625,245930
2021-06-04,331.6499938964844,337.8999938964844,328.5,335.25,322.5128479003906,191706
2021-06-07,340.79998779296875,402.29998779296875,340.29998779296875,397.04998779296875,381.9648742675781,1475633
2021-06-08,399.79998779296875,429.3999938964844,380.0,403.3500061035156,388.02557373046875,1056697
2021-06-09,403.45001220703125,424.8500061035156,391.29998779296875,402.75,387.4483337402344,647600
2021-06-10,406.1000061035156,420.8999938964844,406.1000061035156,409.3500061035156,393.7975769042969,274000
2021-06-11,405.1499938964844,413.1000061035156,398.0,401.8999938964844,386.6305847167969,236748
2021-06-14,402.04998779296875,413.70001220703125,380.0,405.6499938964844,390.2381896972656,301551
2021-06-15,408.5,413.8999938964844,400.0,400.79998779296875,385.57244873046875,94896
2021-06-16,409.0,420.6000061035156,398.8500061035156,412.1499938964844,396.4911804199219,346311
2021-06-17,409.0,416.3999938964844,391.8500061035156,396.45001220703125,381.3877258300781,235732
2021-06-18,398.3999938964844,403.6499938964844,367.79998779296875,384.3999938964844,369.7955017089844,344767
2021-06-21,383.0,397.54998779296875,370.04998779296875,388.8500061035156,374.0764465332031,218331
2021-06-22,391.75,393.3999938964844,384.1000061035156,389.1499938964844,374.3650207519531,90109
2021-06-23,391.79998779296875,397.8999938964844,380.70001220703125,385.3999938964844,370.7575378417969,86049
2021-06-24,384.0,458.29998779296875,383.8999938964844,441.75,424.96661376953125,1586776
2021-06-25,448.8999938964844,461.0,431.0,433.8999938964844,417.4148254394531,1104191
2021-06-28,438.0,497.8500061035156,431.1000061035156,471.8500061035156,453.92303466796875,1401271
2021-06-29,476.8999938964844,499.0,475.1499938964844,484.95001220703125,466.5252990722656,766941
2021-06-30,487.1499938964844,489.3500061035156,466.1499938964844,470.0,452.143310546875,378601
2021-07-01,470.0,477.54998779296875,458.1499938964844,470.8500061035156,452.9610290527344,280999
2021-07-02,473.79998779296875,486.8500061035156,470.8500061035156,478.25,460.0798645019531,339991
2021-07-05,482.8500061035156,484.1000061035156,462.0,468.0,450.2193298339844,180026
2021-07-06,470.6000061035156,475.0,445.04998779296875,450.8500061035156,433.72088623046875,183259
2021-07-07,453.0,453.54998779296875,437.0,441.0,424.2450866699219,138155
2021-07-08,444.0,467.3999938964844,440.3999938964844,452.0,434.8272399902344,258464
2021-07-09,465.0,476.0,457.0,468.45001220703125,450.6522521972656,389842
2021-07-12,474.3999938964844,476.70001220703125,462.0,463.45001220703125,445.8421936035156,163797
2021-07-13,464.0,494.79998779296875,464.0,482.3999938964844,464.07220458984375,398504
2021-07-14,484.5,485.0,474.0,475.8500061035156,457.77105712890625,121598
2021-07-15,477.0,481.6000061035156,463.0,465.25,447.5737609863281,179189
2021-07-16,468.79998779296875,468.79998779296875,452.95001220703125,455.25,437.9537353515625,182573
2021-07-19,456.25,475.0,454.0,460.04998779296875,442.57135009765625,196197
2021-07-20,460.0,461.45001220703125,442.0,450.6499938964844,433.5284423828125,90888
2021-07-22,454.0,477.5,454.0,459.45001220703125,441.99420166015625,276820
2021-07-23,461.0,472.3999938964844,455.1499938964844,458.6499938964844,441.22454833984375,116305
2021-07-26,459.3999938964844,468.8999938964844,457.6000061035156,461.45001220703125,443.9181823730469,202642
2021-07-27,465.1000061035156,489.0,456.20001220703125,462.75,445.16876220703125,369363
2021-07-28,465.8500061035156,469.25,457.1000061035156,461.95001220703125,444.399169921875,85021
2021-07-29,467.0,495.0,460.04998779296875,484.25,465.8519287109375,826760
2021-07-30,484.25,495.0,474.0,479.8500061035156,461.6191101074219,264165
2021-08-02,495.0,516.5499877929688,465.3500061035156,472.6499938964844,454.6926574707031,781773
2021-08-03,475.0,482.0,473.0,478.0,459.8393859863281,138830
2021-08-04,481.0,485.6000061035156,450.0,462.75,445.16876220703125,190425
2021-08-05,462.0,462.0,441.0,452.95001220703125,435.7410888671875,198659
2021-08-06,465.0,471.95001220703125,449.0,451.95001220703125,434.77911376953125,156965
2021-08-09,425.04998779296875,451.95001220703125,420.0,424.6000061035156,408.46820068359375,326347
2021-08-10,419.0,430.04998779296875,392.25,397.29998779296875,382.2054138183594,292102
2021-08-11,392.0,444.20001220703125,392.0,413.0,397.3089294433594,417388
2021-08-12,413.79998779296875,434.6499938964844,413.0,431.04998779296875,414.67315673828125,357154
2021-08-13,432.8999938964844,433.3500061035156,411.25,420.04998779296875,404.091064453125,129798
2021-08-16,425.0,432.3500061035156,404.8500061035156,420.5,404.5239562988281,162481
2021-08-17,435.5,440.0,430.5,438.70001220703125,422.0325012207031,276510
2021-08-18,430.25,443.6000061035156,422.04998779296875,429.0,412.7010192871094,151396
2021-08-20,429.0,445.0,423.0,427.6499938964844,411.4023132324219,198433
2021-08-23,425.0,433.8500061035156,355.6000061035156,378.1000061035156,363.73486328125,276568
2021-08-24,381.29998779296875,412.70001220703125,373.3999938964844,405.04998779296875,389.66094970703125,410972
2021-08-25,409.3999938964844,434.70001220703125,407.04998779296875,428.75,412.46051025390625,286406
2021-08-26,430.95001220703125,446.8999938964844,429.79998779296875,442.3999938964844,425.5919494628906,354675
2021-08-27,444.25,444.25,430.04998779296875,435.45001220703125,418.906005859375,114603
2021-08-30,439.0,444.45001220703125,430.0,431.04998779296875,414.67315673828125,91987
2021-08-31,435.6499938964844,441.5,426.5,431.54998779296875,415.1541442871094,105804
2021-09-01,435.0,436.79998779296875,421.0,426.70001220703125,410.48846435546875,90148
2021-09-02,429.6499938964844,433.1499938964844,418.6000061035156,420.8500061035156,404.86065673828125,95921
2021-09-03,422.0,437.0,422.0,427.8500061035156,411.5946960449219,109813
2021-09-06,425.0,427.0,417.79998779296875,419.1499938964844,403.2252502441406,62415
2021-09-07,420.0,427.54998779296875,412.0,415.3500061035156,399.56964111328125,53373
2021-09-08,415.3500061035156,423.0,412.3999938964844,417.6499938964844,401.78228759765625,78774
2021-09-09,417.0,422.6000061035156,410.0,412.45001220703125,396.7798767089844,101436
2021-09-13,412.29998779296875,412.29998779296875,399.0,402.25,389.8026123046875,205821
2021-09-14,403.0,421.0,403.0,417.1499938964844,404.2415466308594,121786
2021-09-15,420.20001220703125,428.79998779296875,412.79998779296875,413.95001220703125,401.1405944824219,102077
2021-09-16,418.79998779296875,430.0,418.75,421.1000061035156,408.0693054199219,133204
2021-09-17,425.95001220703125,427.5,407.45001220703125,414.3500061035156,401.5281677246094,141421
2021-09-20,413.75,417.75,384.0,397.5,385.19964599609375,103974
2021-09-21,404.0,416.79998779296875,392.8500061035156,408.79998779296875,396.14990234375,123230
2021-09-22,412.0,416.0,407.95001220703125,410.8500061035156,398.13653564453125,41094
2021-09-23,409.5,416.75,406.04998779296875,411.75,399.0086364746094,88881
2021-09-24,420.0,429.0,410.0,411.6499938964844,398.9117431640625,152964
2021-09-27,414.79998779296875,417.0,404.0,405.04998779296875,392.5159606933594,76793
2021-09-28,408.20001220703125,410.0,403.20001220703125,406.5,393.92108154296875,41867
2021-09-29,400.0,414.8999938964844,400.0,405.0,392.4674987792969,84712
2021-09-30,408.25,417.0,406.0,412.45001220703125,399.68701171875,132951
2021-10-01,411.3999938964844,463.70001220703125,407.20001220703125,444.29998779296875,430.55133056640625,580869
2021-10-04,465.0,485.0,455.0,482.45001220703125,467.5208740234375,1093940
2021-10-05,479.0,480.0,461.0,463.45001220703125,449.10882568359375,239439
2021-10-06,467.8999938964844,468.70001220703125,450.54998779296875,452.3500061035156,438.3523254394531,120537
2021-10-07,462.0,465.8999938964844,444.95001220703125,453.6000061035156,439.5635986328125,130032
2021-10-08,456.3999938964844,474.29998779296875,443.70001220703125,460.70001220703125,446.4438781738281,252139
2021-10-11,463.5,468.0,451.6499938964844,453.29998779296875,439.27288818359375,143361
2021-10-12,454.20001220703125,466.0,453.70001220703125,462.5,448.1882019042969,208855
2021-10-13,460.0,470.0,456.20001220703125,459.29998779296875,445.08721923828125,162429
2021-10-14,460.0,462.95001220703125,453.0,454.1499938964844,440.0965881347656,59246
2021-10-18,457.6000061035156,464.70001220703125,450.0,451.8999938964844,437.916259765625,156554
2021-10-19,455.25,457.0,428.45001220703125,435.1499938964844,421.6845397949219,95856
2021-10-20,434.6000061035156,434.6000061035156,415.8999938964844,422.95001220703125,409.8620910644531,146425
2021-10-21,425.95001220703125,432.70001220703125,409.70001220703125,427.70001220703125,414.465087890625,120632
2021-10-22,431.0,432.6000061035156,411.1000061035156,413.5,400.70452880859375,68604
2021-10-25,412.0,417.04998779296875,392.29998779296875,406.75,394.1633605957031,147683
2021-10-26,406.6000061035156,430.0,402.04998779296875,426.70001220703125,413.49603271484375,64572
2021-10-27,427.0,434.1000061035156,413.1000061035156,413.70001220703125,400.8983459472656,63672
2021-10-28,416.45001220703125,416.45001220703125,398.45001220703125,401.95001220703125,389.5118713378906,88254
2021-10-29,395.04998779296875,402.0,390.6000061035156,394.29998779296875,382.0986328125,108259
2021-11-01,394.29998779296875,399.8500061035156,385.45001220703125,390.8500061035156,378.75537109375,106663
2021-11-02,399.0,410.0,395.0,407.45001220703125,394.8417053222656,106081
2021-11-03,412.0,412.0,398.0,399.95001220703125,387.5738220214844,70339
2021-11-04,404.8999938964844,407.0,400.0,405.95001220703125,393.38812255859375,18831
2021-11-08,410.0,410.0,395.1499938964844,399.8999938964844,387.52532958984375,97168
2021-11-09,403.0,406.0,399.0,400.20001220703125,387.81610107421875,64754
2021-11-10,400.20001220703125,436.0,399.0,428.8999938964844,415.6278991699219,478858
2021-11-11,437.0,437.0,408.5,412.79998779296875,400.0261535644531,266165
2021-11-12,418.95001220703125,418.95001220703125,402.0,406.79998779296875,394.2118225097656,75715
2021-11-15,406.8999938964844,407.0,400.29998779296875,401.6499938964844,389.22119140625,55347
2021-11-16,409.8999938964844,410.1499938964844,396.79998779296875,397.8999938964844,385.5871887207031,90450
2021-11-17,397.8999938964844,408.3999938964844,391.0,395.45001220703125,383.2130432128906,104162
2021-11-18,399.0,399.0,378.0,384.25,372.3596496582031,129478
2021-11-22,383.0,385.0,367.45001220703125,371.25,359.76190185546875,78875
2021-11-23,374.6499938964844,379.8999938964844,362.8500061035156,376.70001220703125,365.0432434082031,63608
2021-11-24,389.8500061035156,392.0,376.70001220703125,380.45001220703125,368.67718505859375,148327
2021-11-25,383.8999938964844,384.1000061035156,378.8999938964844,380.8500061035156,369.0648193359375,27769
2021-11-26,378.0,385.29998779296875,368.04998779296875,373.3500061035156,361.7969055175781,78467
2021-11-29,369.0,369.1000061035156,324.79998779296875,360.1499938964844,349.00537109375,96833
2021-11-30,364.3999938964844,369.1499938964844,360.25,362.25,351.0404052734375,34914
2021-12-01,371.0,372.0,362.0,365.54998779296875,354.23822021484375,37557
2021-12-02,371.5,371.5,362.95001220703125,365.3999938964844,354.0929260253906,32863
2021-12-03,367.0,373.0,367.0,370.25,358.7928466796875,40022
2021-12-06,378.0,378.0,360.04998779296875,362.6000061035156,351.37957763671875,29198
2021-12-07,369.70001220703125,374.75,364.45001220703125,373.3500061035156,361.7969055175781,33894
2021-12-08,375.0,385.0,374.95001220703125,383.6000061035156,371.729736328125,32801
2021-12-09,383.70001220703125,409.45001220703125,377.6000061035156,399.3999938964844,387.0408020019531,194650
2021-12-10,401.79998779296875,403.54998779296875,395.54998779296875,399.20001220703125,386.84698486328125,48788
2021-12-13,402.0,405.25,390.54998779296875,392.1499938964844,380.01513671875,66279
2021-12-14,395.0,397.1000061035156,387.0,391.25,379.14300537109375,31734
2021-12-15,391.8999938964844,394.20001220703125,384.20001220703125,389.75,377.6894226074219,55484
2021-12-16,392.5,395.0,380.8500061035156,383.95001220703125,372.06890869140625,28955
2021-12-17,392.0,392.0,366.0,370.8999938964844,359.4227294921875,39433
2021-12-20,365.5,365.5,347.04998779296875,355.95001220703125,344.9353332519531,59408
2021-12-21,368.0,369.45001220703125,358.8500061035156,365.6499938964844,354.33514404296875,24155
2021-12-22,361.3999938964844,387.0,361.3999938964844,382.8500061035156,371.0029602050781,51996
2021-12-23,384.8999938964844,386.1499938964844,376.0,377.8999938964844,366.2060852050781,37818
2021-12-24,378.0,381.6000061035156,367.0,370.75,359.27734375,27253
2021-12-27,370.75,373.0,365.5,368.54998779296875,357.1454162597656,28623
2021-12-28,369.8500061035156,394.70001220703125,369.79998779296875,379.3500061035156,367.6112365722656,86162
2021-12-29,384.8500061035156,399.5,384.6499938964844,393.45001220703125,381.2749328613281,140709
2021-12-30,398.45001220703125,398.45001220703125,379.0,381.20001220703125,369.4040222167969,82260
2021-12-31,384.8999938964844,385.95001220703125,381.0,382.6499938964844,370.8091125488281,29761
2022-01-03,382.6499938964844,394.79998779296875,382.6000061035156,387.29998779296875,375.3152160644531,47436
2022-01-04,387.25,443.8999938964844,387.25,432.0,418.6319885253906,1123470
2022-01-05,429.8999938964844,440.0,419.75,422.3999938964844,409.3291015625,305437
2022-01-06,413.8500061035156,458.8999938964844,413.8500061035156,438.04998779296875,424.49481201171875,913866
2022-01-07,439.0,447.79998779296875,417.1000061035156,422.29998779296875,409.232177734375,168747
2022-01-10,424.8500061035156,434.0,423.1499938964844,425.79998779296875,412.6238708496094,133664
2022-01-11,426.0,430.0,417.5,419.8999938964844,406.90643310546875,140727
2022-01-12,422.0,435.0,420.0,428.29998779296875,415.0465087890625,174047
2022-01-13,430.8999938964844,450.0,424.5,442.6499938964844,428.9524841308594,418091
2022-01-14,441.20001220703125,460.0,437.70001220703125,441.79998779296875,428.1287841796875,287588
2022-01-17,442.8500061035156,494.8999938964844,435.6499938964844,480.29998779296875,465.4373779296875,1055194
2022-01-18,486.45001220703125,490.75,470.54998779296875,472.20001220703125,457.58807373046875,388917
2022-01-19,470.0,480.70001220703125,466.04998779296875,475.95001220703125,461.2220153808594,191721
2022-01-20,478.0,492.75,465.3500061035156,475.70001220703125,460.9797668457031,240793
2022-01-21,475.75,477.70001220703125,450.1000061035156,453.6499938964844,439.612060546875,205252
2022-01-24,453.6499938964844,456.70001220703125,407.04998779296875,412.8500061035156,400.0745849609375,200479
2022-01-25,412.0,445.0,402.04998779296875,420.79998779296875,407.7785949707031,224643
2022-01-27,414.5,449.20001220703125,409.0,435.8999938964844,422.41131591796875,168375
2022-01-28,438.0,454.6000061035156,437.95001220703125,447.0,433.1678466796875,124345
2022-01-31,451.29998779296875,454.79998779296875,434.29998779296875,445.3500061035156,431.56890869140625,86298
2022-02-01,449.0,452.20001220703125,430.54998779296875,440.3999938964844,426.77203369140625,74879
2022-02-02,441.0,447.95001220703125,435.5,438.79998779296875,425.2215881347656,61545
2022-02-03,436.6000061035156,459.79998779296875,433.79998779296875,445.75,431.95654296875,506127
2022-02-04,445.70001220703125,465.0,440.0,453.0,438.982177734375,338544
2022-02-07,455.0,471.29998779296875,452.0,455.3999938964844,441.3078918457031,393127
2022-02-08,459.70001220703125,461.0,415.54998779296875,423.04998779296875,409.958984375,391623
2022-02-09,425.0,430.79998779296875,405.54998779296875,421.6499938964844,408.602294921875,328826
2022-02-10,424.0,436.0,417.54998779296875,422.0,408.94146728515625,89293
2022-02-11,421.0,429.8999938964844,414.04998779296875,422.0,408.94146728515625,87275
2022-02-14,410.0,415.0,393.54998779296875,401.1499938964844,388.73663330078125,112700
2022-02-15,360.0,426.1000061035156,360.0,420.04998779296875,410.11883544921875,158257
2022-02-16,418.20001220703125,424.8999938964844,405.1000061035156,408.6000061035156,398.9395751953125,106077
2022-02-17,413.0,416.3500061035156,406.54998779296875,412.54998779296875,402.79620361328125,39760
2022-02-18,416.0,416.0,406.6499938964844,408.20001220703125,398.5490417480469,38922
2022-02-21,402.5,408.0,395.0,397.20001220703125,387.80914306640625,40312
2022-02-22,389.25,393.45001220703125,371.0,387.20001220703125,378.0455627441406,65441
2022-02-23,392.95001220703125,407.0,392.8500061035156,401.8500061035156,392.34912109375,89272
