Name,Price,Day,Year,Volatility,Industry
KERNEX.NS,288.1000061035156,2.118611350653309,52.9088480097538,43.16237592233818,Electronics
BBL.NS,1271.449951171875,0.2910899104903147,36.23223677810896,34.15133383755618,Electronics
CENTUM.NS,517.9500122070312,-0.1668593039640401,66.0708009236341,42.23047337095368,Electronics
HONDAPOWER.NS,1941.699951171875,-1.039338323592937,-2.8203527909269144,35.9691416214107,Electronics
OLECTRA.NS,632.6500244140625,-1.246727680877361,56.79062281319375,43.13481359479237,Electronics
