Date,Open,High,Low,Close,Adj Close,Volume
2021-05-19,340.79998779296875,347.70001220703125,332.79998779296875,336.25,336.25,189257
2021-05-20,337.70001220703125,342.8999938964844,327.1000061035156,330.45001220703125,330.45001220703125,86438
2021-05-21,332.0,335.95001220703125,323.04998779296875,326.1499938964844,326.1499938964844,38546
2021-05-24,327.5,332.75,320.29998779296875,321.8500061035156,321.8500061035156,47169
2021-05-25,321.0,328.8999938964844,316.0,317.1000061035156,317.1000061035156,28863
2021-05-26,318.45001220703125,327.75,312.0,312.8999938964844,312.8999938964844,78718
2021-05-27,314.79998779296875,326.0,312.25,320.95001220703125,320.95001220703125,54905
2021-05-28,322.79998779296875,328.0,315.04998779296875,317.04998779296875,317.04998779296875,30752
2021-05-31,318.25,320.79998779296875,312.0,316.3500061035156,316.3500061035156,22044
2021-06-01,317.95001220703125,326.3999938964844,313.1000061035156,318.04998779296875,318.04998779296875,67828
2021-06-02,317.70001220703125,327.0,316.70001220703125,321.54998779296875,321.54998779296875,30659
2021-06-03,323.3999938964844,327.95001220703125,318.1499938964844,320.5,320.5,35356
2021-06-04,322.1000061035156,338.0,317.6499938964844,324.25,324.25,112077
2021-06-07,326.3999938964844,340.0,326.3999938964844,331.3999938964844,331.3999938964844,69863
2021-06-08,333.6000061035156,352.0,326.1499938964844,337.8999938964844,337.8999938964844,274064
2021-06-09,339.6000061035156,369.25,339.54998779296875,346.8999938964844,346.8999938964844,515559
2021-06-10,349.8999938964844,415.79998779296875,349.8999938964844,383.6499938964844,383.6499938964844,2261225
2021-06-11,385.79998779296875,406.8500061035156,366.25,374.20001220703125,374.20001220703125,755807
2021-06-14,375.0,375.0,341.3500061035156,358.20001220703125,358.20001220703125,306000
2021-06-15,365.0,374.1000061035156,354.0,361.1000061035156,361.1000061035156,222462
2021-06-16,363.6000061035156,364.0,347.0,355.25,355.25,200387
2021-06-17,360.20001220703125,395.0,360.20001220703125,365.25,365.25,670620
2021-06-18,365.3999938964844,372.0,341.3999938964844,361.8999938964844,361.8999938964844,259068
2021-06-21,350.0,395.79998779296875,350.0,387.79998779296875,387.79998779296875,652009
2021-06-22,390.0,401.8999938964844,385.0,390.0,390.0,307008
2021-06-23,390.1000061035156,415.3999938964844,378.3500061035156,407.5,407.5,536571
2021-06-24,407.95001220703125,422.8999938964844,400.1000061035156,403.8999938964844,403.8999938964844,375147
2021-06-25,405.6000061035156,409.8999938964844,384.75,395.0,395.0,131031
2021-06-28,393.25,395.1000061035156,375.20001220703125,377.54998779296875,377.54998779296875,102177
2021-06-29,379.79998779296875,384.0,367.54998779296875,368.6499938964844,368.6499938964844,82067
2021-06-30,371.5,373.54998779296875,361.6000061035156,364.5,364.5,35364
2021-07-01,366.3999938964844,371.3999938964844,356.3500061035156,359.5,359.5,57181
2021-07-02,361.1499938964844,374.8999938964844,360.75,363.95001220703125,363.95001220703125,62745
2021-07-05,367.0,381.3999938964844,366.1499938964844,377.95001220703125,377.95001220703125,100421
2021-07-06,380.70001220703125,388.0,372.45001220703125,374.95001220703125,374.95001220703125,85880
2021-07-07,380.5,381.75,371.54998779296875,375.45001220703125,375.45001220703125,40535
2021-07-08,377.29998779296875,404.5,375.79998779296875,384.25,384.25,338048
2021-07-09,385.8999938964844,394.0,382.79998779296875,385.70001220703125,385.70001220703125,79309
2021-07-12,387.0,392.29998779296875,381.79998779296875,384.70001220703125,384.70001220703125,43971
2021-07-13,388.0,398.0,385.0,387.04998779296875,387.04998779296875,72010
2021-07-14,388.5,390.95001220703125,382.0,383.5,383.5,27724
2021-07-15,385.79998779296875,396.5,383.0,392.3999938964844,392.3999938964844,67259
2021-07-16,394.5,422.95001220703125,381.20001220703125,414.70001220703125,414.70001220703125,730439
2021-07-19,410.0,445.0,408.0,423.1499938964844,423.1499938964844,664899
2021-07-20,424.79998779296875,426.29998779296875,395.0,402.75,402.75,181840
2021-07-22,405.95001220703125,414.70001220703125,405.04998779296875,407.6499938964844,407.6499938964844,83122
2021-07-23,409.3500061035156,409.6000061035156,396.0,397.95001220703125,397.95001220703125,70369
2021-07-26,395.20001220703125,407.0,391.1499938964844,393.75,393.75,48037
2021-07-27,395.79998779296875,403.1499938964844,384.1499938964844,386.70001220703125,386.70001220703125,50410
2021-07-28,388.45001220703125,388.6000061035156,375.1000061035156,382.70001220703125,382.70001220703125,40089
2021-07-29,389.0,399.0,385.6000061035156,388.79998779296875,388.79998779296875,70182
2021-07-30,390.0,396.20001220703125,383.29998779296875,386.04998779296875,386.04998779296875,38692
2021-08-02,389.1000061035156,402.95001220703125,388.1499938964844,393.6000061035156,393.6000061035156,54946
2021-08-03,392.1000061035156,401.79998779296875,392.0,394.8500061035156,394.8500061035156,53887
2021-08-04,397.1000061035156,399.6499938964844,386.20001220703125,389.25,389.25,30518
2021-08-05,391.79998779296875,392.5,382.79998779296875,385.1000061035156,385.1000061035156,26656
2021-08-06,386.8999938964844,390.70001220703125,385.3999938964844,387.29998779296875,387.29998779296875,14674
2021-08-09,389.3999938964844,393.6499938964844,382.6000061035156,386.6000061035156,386.6000061035156,25436
2021-08-10,387.6499938964844,389.70001220703125,361.8500061035156,366.45001220703125,366.45001220703125,37353
2021-08-11,369.45001220703125,379.95001220703125,332.29998779296875,349.04998779296875,349.04998779296875,64232
2021-08-12,353.1000061035156,370.95001220703125,353.1000061035156,363.25,363.25,58316
2021-08-13,365.0,369.6499938964844,356.3999938964844,358.3999938964844,358.3999938964844,25379
2021-08-16,355.0,362.45001220703125,352.5,356.3999938964844,356.3999938964844,14712
2021-08-17,358.20001220703125,362.8999938964844,352.5,353.70001220703125,353.70001220703125,15306
2021-08-18,355.5,363.79998779296875,345.20001220703125,350.54998779296875,350.54998779296875,52318
2021-08-20,350.0,350.5,327.95001220703125,331.70001220703125,331.70001220703125,92319
2021-08-23,333.3999938964844,338.95001220703125,311.1499938964844,316.8999938964844,316.8999938964844,32779
2021-08-24,317.3999938964844,330.0,314.20001220703125,324.1000061035156,324.1000061035156,60436
2021-08-25,326.0,334.3999938964844,324.1000061035156,327.25,327.25,31854
2021-08-26,328.70001220703125,333.8999938964844,327.0,328.5,328.5,22136
2021-08-27,329.70001220703125,335.8999938964844,325.54998779296875,329.45001220703125,329.45001220703125,23343
2021-08-30,330.54998779296875,355.95001220703125,330.20001220703125,344.6499938964844,344.6499938964844,96793
